model_label,running_index,city,noise_total_rms__count,noise_total_rms__mean,noise_total_rms__std,noise_total_rms__median,noise_orthogonal_rms__count,noise_orthogonal_rms__mean,noise_orthogonal_rms__std,noise_orthogonal_rms__median,count_axis_deviation_abs__count,count_axis_deviation_abs__mean,count_axis_deviation_abs__std,count_axis_deviation_abs__median
Gemma4-E4B,2,Athens,4,0.42241014930803594,0.09517762757982132,0.38463950090576926,4,0.40425158280576867,0.0878486376530289,0.372160018064543,4,2.8590600416064262,3.4985879996995846,1.6389772295951843
Gemma4-E4B,2,Baku,5,0.46618013075836007,0.10260547761009581,0.4450291317608823,5,0.4370556154354416,0.09865507029071788,0.39093434890409,5,6.25718469619751,4.359735735235153,7.074226379394531
Gemma4-E4B,2,Bangkok,2,0.4653178891154279,0.11307618160295861,0.4653178891154279,2,0.44653941789292795,0.1391475313678098,0.44653941789292795,2,4.143321603536606,5.595586092308518,4.143321603536606
Gemma4-E4B,2,Barcelona,2,0.47856597096935893,0.10236213255735739,0.47856597096935893,2,0.4409560266767022,0.13071601828505094,0.4409560266767022,2,8.620304584503174,2.696975487512957,8.620304584503174
Gemma4-E4B,2,Beijing,4,0.43033266698871175,0.08463634030239908,0.40556714296892193,4,0.4011793275365293,0.08826439517351843,0.3588122831841881,4,5.692751884460449,4.107238647308275,4.728227615356445
Gemma4-E4B,2,Belgrade,4,0.363332419115477,0.07659620210725433,0.3568904154653185,4,0.3310483232168485,0.04694846075845306,0.33401065298059607,4,4.540846407413483,4.898551888196515,2.706606268882751
Gemma4-E4B,2,Bengaluru,3,0.4767026475221892,0.13771961675686722,0.5188435297837273,3,0.4333850203716902,0.13491320095113551,0.4150482081949446,3,6.686671018600464,6.727036760390022,3.5153884887695312
Gemma4-E4B,2,Berlin,2,0.3384200462438496,0.03307670943183035,0.3384200462438496,2,0.31377809246739563,0.020884170044515152,0.31377809246739563,2,5.610720634460449,2.914193601242343,5.610720634460449
Gemma4-E4B,2,Bogota,3,0.5042402752235624,0.06554459694433441,0.5137649277794616,3,0.4562509203988017,0.08175636800783544,0.4967415279232978,3,8.523605505625406,3.539261107552265,8.329217910766602
Gemma4-E4B,2,Brussels,3,0.33815854123701805,0.03731412237912383,0.3237966340401939,3,0.3273254372144429,0.035947589714083426,0.3197777367674045,3,1.3051120440165203,0.694482834094711,1.595745325088501
Gemma4-E4B,2,Bucharest,3,0.47821265384492756,0.04521046213339548,0.473058482121417,3,0.4592429422900995,0.04604078091255746,0.4631471580157855,3,4.447051922480266,1.5536214894460219,4.972147941589356
Gemma4-E4B,2,Budapest,1,0.368516602441083,,0.368516602441083,1,0.3512941537369158,,0.3512941537369158,1,3.9409894943237305,,3.9409894943237305
Gemma4-E4B,2,Buenos Aires,2,0.4688883844899714,0.1777990467122577,0.4688883844899714,2,0.41926166527954245,0.12118194769673134,0.41926166527954245,2,7.967544853687286,10.832482779064225,7.967544853687286
Gemma4-E4B,2,Busan,6,0.4215551801608371,0.08267033388134098,0.442425494712886,6,0.38284018212417403,0.06326678971397398,0.4048085990604553,6,7.7525401910146075,3.7900000114162946,6.991337776184082
Gemma4-E4B,2,Chengdu,5,0.37851011309037774,0.07515656380743173,0.360017616582686,5,0.3494173808820591,0.049927037301264326,0.3482259621061788,5,5.466385841369629,4.53827676578011,4.716897964477539
Gemma4-E4B,2,Chennai,2,0.5159550598733174,0.01464534504997279,0.5159550598733174,2,0.43788581286161676,0.06591787837593666,0.43788581286161676,2,11.891212463378906,3.2696891186149966,11.891212463378906
