candidate,link,complexity,description,selection_score,selection_se,converged_all_folds,seed_log_loss,seed_brier,cell_log_loss,cell_brier,mode,target,kind
power_quadratic,logistic,5,quadratic response surface in log coordinates,0.12638930034960438,0.013298140996668002,True,0.12932004308567818,0.026130160739186323,0.12345855761353057,0.02792343134637779,direct,truncated,binary
power_quadratic,survival_loglog,5,quadratic response surface in log coordinates,0.1360913126815286,0.018988465495872627,False,0.15163683912615342,0.025761803283170705,0.1205457862369038,0.02621397674204284,direct,truncated,binary
piecewise_power,logistic,4,"piecewise log surface (L=5000, N=8 knots)",0.11439491357224363,0.010857856764915953,True,0.12071018114957663,0.02610136398260208,0.10807964599491063,0.026702947930438647,direct,truncated,binary
piecewise_power,survival_loglog,4,"piecewise log surface (L=5000, N=8 knots)",0.13190546281424945,0.018651020675065463,False,0.15101146647672034,0.02563396918539199,0.11279945915177857,0.02465046455958296,direct,truncated,binary
exponential_separable,logistic,2,separate raw/scaled L and N exponential orders,0.12325613722567796,0.017538601075239964,True,0.11286005171469758,0.02739945452644583,0.13365222273665833,0.030172548434481725,direct,truncated,binary
exponential_separable,survival_loglog,2,separate raw/scaled L and N exponential orders,0.12051260250597667,0.012251982553207984,False,0.12253385415361005,0.027104085106888137,0.11849135085834331,0.029336985570407693,direct,truncated,binary
exponential_interaction,logistic,3,"raw/scaled L,N surface plus interaction",0.12956512678066318,0.022467836834464183,True,0.11440926885138825,0.02774565231295251,0.14472098470993813,0.033448955449788945,direct,truncated,binary
exponential_interaction,survival_loglog,3,"raw/scaled L,N surface plus interaction",0.12815332565283635,0.0150899548662559,False,0.12499004087130786,0.027688150109441926,0.13131661043436485,0.03315273077072501,direct,truncated,binary
root_separable,logistic,2,separate square-root L and N coordinates,0.11511445159079159,0.011930441241598273,True,0.11070236058766483,0.027279817961046882,0.11952654259391834,0.029561161348216677,direct,truncated,binary
root_separable,survival_loglog,2,separate square-root L and N coordinates,0.11587914191108475,0.010988680352867106,False,0.11964452584652449,0.027052540938935284,0.112113757975645,0.028096768459720516,direct,truncated,binary
inverse_separable,logistic,2,separate inverse L and N coordinates,0.10275021821526742,0.007271004394202335,True,0.10526253135619368,0.026610194730523156,0.10023790507434115,0.026526425876086952,direct,truncated,binary
inverse_separable,survival_loglog,2,separate inverse L and N coordinates,0.1264487590371476,0.010934199328754602,False,0.1283453642999425,0.02645587645282396,0.1245521537743527,0.026193397858598033,direct,truncated,binary
