scheme,fold,candidate,link,n_rows,rmse,nrmse,mae,r2,mode,target,kind
seed,seed=1234,exponential_interaction,identity,266,0.261004669655995,1.4500718027524402,0.06089374429648071,-0.008618518046779933,native_thinking,signed_relative_error,continuous
seed,seed=1235,exponential_interaction,identity,280,0.10959953781592464,0.6089055785516736,0.04513422616126251,0.20204423305929686,native_thinking,signed_relative_error,continuous
seed,seed=1236,exponential_interaction,identity,292,0.10028155357814256,0.5571373622224102,0.049990457539584275,-0.18860595330007923,native_thinking,signed_relative_error,continuous
seed,seed=1237,exponential_interaction,identity,267,0.23584200622528137,1.3102748068936356,0.054213697081027475,0.008548590744685391,native_thinking,signed_relative_error,continuous
seed,seed=1238,exponential_interaction,identity,271,0.12223065723297638,0.6790806835718487,0.047997440572569335,0.11895939755737395,native_thinking,signed_relative_error,continuous
cell,cell_fold=0,exponential_interaction,identity,279,0.0945588747393574,0.5253436964950207,0.04041613749788192,-0.0313483726112318,native_thinking,signed_relative_error,continuous
cell,cell_fold=1,exponential_interaction,identity,269,0.21233830586059743,1.1796945640033811,0.05574806308039057,0.006764629218202645,native_thinking,signed_relative_error,continuous
cell,cell_fold=2,exponential_interaction,identity,278,0.24309423530719823,1.350566242723689,0.05882846911723344,0.06336796992657001,native_thinking,signed_relative_error,continuous
cell,cell_fold=3,exponential_interaction,identity,276,0.1733402975084596,0.9630321098431849,0.05084799882113525,0.037039162234226874,native_thinking,signed_relative_error,continuous
cell,cell_fold=4,exponential_interaction,identity,274,0.11011157884267274,0.6117503408914372,0.048610551395143545,0.10491617593220992,native_thinking,signed_relative_error,continuous
seed,seed=1234,root_separable,identity,266,0.26115902979327404,1.450929386192738,0.06302609475831472,-0.009811880076517454,native_thinking,signed_relative_error,continuous
seed,seed=1235,root_separable,identity,280,0.1075169874122658,0.5973354881692426,0.046633898964998644,0.23208076407108924,native_thinking,signed_relative_error,continuous
seed,seed=1236,root_separable,identity,292,0.09828053137246644,0.5460202205982515,0.05031461538237599,-0.14164422985962744,native_thinking,signed_relative_error,continuous
seed,seed=1237,root_separable,identity,267,0.2352223028833739,1.3068319016637948,0.054457133776723315,0.01375206190602607,native_thinking,signed_relative_error,continuous
seed,seed=1238,root_separable,identity,271,0.1180708638423913,0.655969989388049,0.047363200090446964,0.17790669647198198,native_thinking,signed_relative_error,continuous
cell,cell_fold=0,root_separable,identity,279,0.09141441209886163,0.5078739071008267,0.041884620146025155,0.036104088893251784,native_thinking,signed_relative_error,continuous
cell,cell_fold=1,root_separable,identity,269,0.20951865180243268,1.1640293238042303,0.04796856494481593,0.0329679615890226,native_thinking,signed_relative_error,continuous
cell,cell_fold=2,root_separable,identity,278,0.24183834038614768,1.3435888280489414,0.06233134346791911,0.0730207930468042,native_thinking,signed_relative_error,continuous
cell,cell_fold=3,root_separable,identity,276,0.17255276027193958,0.9586567645982111,0.050878953599142136,0.04576932806158207,native_thinking,signed_relative_error,continuous
cell,cell_fold=4,root_separable,identity,274,0.1076025204032963,0.5978106864814486,0.05044284079284586,0.1452430965842213,native_thinking,signed_relative_error,continuous
seed,seed=1234,inverse_separable,identity,266,0.26151384443470993,1.452900640988401,0.06728256480108197,-0.012557635669679046,native_thinking,signed_relative_error,continuous
seed,seed=1235,inverse_separable,identity,280,0.10729083828051351,0.5960790643680779,0.0498388065030577,0.23530781928573186,native_thinking,signed_relative_error,continuous
seed,seed=1236,inverse_separable,identity,292,0.10284399804230589,0.5713736150392646,0.055515500005680854,-0.2501257389463807,native_thinking,signed_relative_error,continuous
seed,seed=1237,inverse_separable,identity,267,0.23593796434984962,1.3108079244461484,0.0584700147075937,0.0077416337997624485,native_thinking,signed_relative_error,continuous
seed,seed=1238,inverse_separable,identity,271,0.1164159306611837,0.6467756253765873,0.05003074791280705,0.20079083049604018,native_thinking,signed_relative_error,continuous
cell,cell_fold=0,inverse_separable,identity,279,0.0992956822463375,0.5516601260439283,0.04998711146553845,-0.13726461082094743,native_thinking,signed_relative_error,continuous
cell,cell_fold=1,inverse_separable,identity,269,0.2106497904501331,1.170313626150988,0.05387038627750896,0.022498249165707418,native_thinking,signed_relative_error,continuous
cell,cell_fold=2,inverse_separable,identity,278,0.24032379579346294,1.3351744253075732,0.06347270892898035,0.08459509617584815,native_thinking,signed_relative_error,continuous
cell,cell_fold=3,inverse_separable,identity,276,0.17249540269683822,0.9583381013251043,0.04966382512839169,0.046403606651633345,native_thinking,signed_relative_error,continuous
cell,cell_fold=4,inverse_separable,identity,274,0.1072915331354511,0.5960829247953773,0.05377760298015662,0.15017670567765762,native_thinking,signed_relative_error,continuous
seed,seed=1234,logL_rawN,identity,266,0.2609009411914605,1.4494955152792601,0.061252336071089424,-0.007816987094930283,native_thinking,signed_relative_error,continuous
seed,seed=1235,logL_rawN,identity,280,0.11039663497630271,0.6133340361644883,0.046155888896243585,0.19039525680681757,native_thinking,signed_relative_error,continuous
seed,seed=1236,logL_rawN,identity,292,0.10037013455729728,0.5576294943375243,0.050441748813356016,-0.19070672611430628,native_thinking,signed_relative_error,continuous
seed,seed=1237,logL_rawN,identity,267,0.23470216800214141,1.3039421720436417,0.05140495781995072,0.018108917379911493,native_thinking,signed_relative_error,continuous
seed,seed=1238,logL_rawN,identity,271,0.12077532185538217,0.6709952313177612,0.04707709810453395,0.13981466076735571,native_thinking,signed_relative_error,continuous
cell,cell_fold=0,logL_rawN,identity,279,0.092577768980893,0.5143372052992654,0.039362590182224856,0.011414541543961487,native_thinking,signed_relative_error,continuous
cell,cell_fold=1,logL_rawN,identity,269,0.20948908503094826,1.163865058767576,0.04821696090822506,0.03324087283232635,native_thinking,signed_relative_error,continuous
cell,cell_fold=2,logL_rawN,identity,278,0.24328357047048052,1.3516181380093444,0.06150764088131121,0.06190840065148573,native_thinking,signed_relative_error,continuous
cell,cell_fold=3,logL_rawN,identity,276,0.17369494670422797,0.9650024454671808,0.051058540325394475,0.03309475167651443,native_thinking,signed_relative_error,continuous
cell,cell_fold=4,logL_rawN,identity,274,0.1088973929869302,0.6050046505747327,0.04841285055104512,0.12454728358673417,native_thinking,signed_relative_error,continuous
seed,seed=1234,rawL_logN,identity,266,0.261562005101631,1.4531682087112165,0.06535084077261578,-0.012930617386833543,native_thinking,signed_relative_error,continuous
seed,seed=1235,rawL_logN,identity,280,0.10513259603188944,0.5840884504362903,0.04759744738185018,0.26576319685907746,native_thinking,signed_relative_error,continuous
seed,seed=1236,rawL_logN,identity,292,0.09672459695136229,0.5373758670932022,0.0511714132790021,-0.10578234469915815,native_thinking,signed_relative_error,continuous
seed,seed=1237,rawL_logN,identity,267,0.2359428108744092,1.3108348504341563,0.05786582003011853,0.007700868389696969,native_thinking,signed_relative_error,continuous
seed,seed=1238,rawL_logN,identity,271,0.11558191624336757,0.6421420654025142,0.04821515957776946,0.21220102747995384,native_thinking,signed_relative_error,continuous
cell,cell_fold=0,rawL_logN,identity,279,0.09257853027144647,0.5143414348249928,0.04723742966641739,0.011398282697512307,native_thinking,signed_relative_error,continuous
cell,cell_fold=1,rawL_logN,identity,269,0.20948128455909093,1.1638217214422193,0.04820072193423315,0.03331286738958661,native_thinking,signed_relative_error,continuous
cell,cell_fold=2,rawL_logN,identity,278,0.2404665426690139,1.3359674885866335,0.06270387798142185,0.08350731377533649,native_thinking,signed_relative_error,continuous
cell,cell_fold=3,rawL_logN,identity,276,0.1719847535257264,0.9555010717612115,0.05122533443326519,0.05204123433186825,native_thinking,signed_relative_error,continuous
cell,cell_fold=4,rawL_logN,identity,274,0.10601279725353371,0.5889786118802861,0.05176698258321638,0.17031293984992524,native_thinking,signed_relative_error,continuous
seed,seed=1234,intercept_only,identity,266,0.6085652066388568,1.029423232574162,0.2830703459997892,0.06787926428807955,native_thinking,asinh_signed_error,continuous
seed,seed=1235,intercept_only,identity,280,0.5741997215583036,0.9712920276438152,0.2544853706553493,0.1968732336782173,native_thinking,asinh_signed_error,continuous
seed,seed=1236,intercept_only,identity,292,0.5064531552798678,0.8566947938661484,0.23141398415567466,0.16104191059827444,native_thinking,asinh_signed_error,continuous
seed,seed=1237,intercept_only,identity,267,0.5320645695939041,0.9000179819589528,0.2523107394655079,0.045225544699242115,native_thinking,asinh_signed_error,continuous
seed,seed=1238,intercept_only,identity,271,0.5247329981779385,0.8876162050178164,0.24896707380095065,0.15675866017042228,native_thinking,asinh_signed_error,continuous
cell,cell_fold=0,intercept_only,identity,279,0.37438357871073985,0.6332914692045514,0.19057338339406174,-0.5264830333759873,native_thinking,asinh_signed_error,continuous
cell,cell_fold=1,intercept_only,identity,269,0.663130729013773,1.1217239684977944,0.3132415067565958,0.14262843775073208,native_thinking,asinh_signed_error,continuous
cell,cell_fold=2,intercept_only,identity,278,0.5324808036942758,0.9007220660052272,0.23952686123992556,0.14325676410491195,native_thinking,asinh_signed_error,continuous
cell,cell_fold=3,intercept_only,identity,276,0.5521747799907895,0.934035565561614,0.25408820924772507,0.18028078764545497,native_thinking,asinh_signed_error,continuous
cell,cell_fold=4,intercept_only,identity,274,0.5953848051837396,1.0071278214587451,0.270316320046827,0.18328586991642215,native_thinking,asinh_signed_error,continuous
seed,seed=1234,log_density,identity,266,0.5990262627878751,1.0132875575350724,0.2662160083051378,0.09687126991738015,native_thinking,asinh_signed_error,continuous
seed,seed=1235,log_density,identity,280,0.4257320633688732,0.7201503998300889,0.19089248773443462,0.5584998409964326,native_thinking,asinh_signed_error,continuous
seed,seed=1236,log_density,identity,292,0.4148782745793699,0.7017905885568193,0.2058312671423249,0.43700687682659056,native_thinking,asinh_signed_error,continuous
seed,seed=1237,log_density,identity,267,0.4796572960306305,0.8113680486841461,0.21434335669054635,0.22404913649949842,native_thinking,asinh_signed_error,continuous
seed,seed=1238,log_density,identity,271,0.4091109517903624,0.6920348286086796,0.19580325985196606,0.487425084303191,native_thinking,asinh_signed_error,continuous
cell,cell_fold=0,log_density,identity,279,0.33027285256291683,0.5586756255662334,0.14578934430146084,-0.1879663899360362,native_thinking,asinh_signed_error,continuous
cell,cell_fold=1,log_density,identity,269,0.6057315674732177,1.0246299680923625,0.2779810756935612,0.28462924366282105,native_thinking,asinh_signed_error,continuous
cell,cell_fold=2,log_density,identity,278,0.3889638208900678,0.6579547918398608,0.19937878679811163,0.5428474062559101,native_thinking,asinh_signed_error,continuous
cell,cell_fold=3,log_density,identity,276,0.4880301541698446,0.8255312223219541,0.20630615660497817,0.359667869881088,native_thinking,asinh_signed_error,continuous
cell,cell_fold=4,log_density,identity,274,0.4643406592780669,0.7854590720519261,0.23034125324673058,0.5032384161213905,native_thinking,asinh_signed_error,continuous
seed,seed=1234,log_burden,identity,266,0.5664217646990692,0.9581351639166272,0.2432016136338544,0.19250880223389688,native_thinking,asinh_signed_error,continuous
seed,seed=1235,log_burden,identity,280,0.49313067521572007,0.8341590485689672,0.23449357200967433,0.40764483120280437,native_thinking,asinh_signed_error,continuous
seed,seed=1236,log_burden,identity,292,0.4130265239555276,0.6986582453135287,0.19540530748832388,0.44202134181042574,native_thinking,asinh_signed_error,continuous
seed,seed=1237,log_burden,identity,267,0.5212133408622571,0.8816625011715625,0.24379896205457846,0.08377284837271937,native_thinking,asinh_signed_error,continuous
seed,seed=1238,log_burden,identity,271,0.44452033370699634,0.7519318453924634,0.22177798927751521,0.39485646047150624,native_thinking,asinh_signed_error,continuous
cell,cell_fold=0,log_burden,identity,279,0.39413494645645003,0.6667020497154678,0.19305446552871092,-0.6917971400261544,native_thinking,asinh_signed_error,continuous
cell,cell_fold=1,log_burden,identity,269,0.5670872505650036,0.9592608717353938,0.2633913234860305,0.3729956774653501,native_thinking,asinh_signed_error,continuous
cell,cell_fold=2,log_burden,identity,278,0.4727133043291675,0.7996218852388701,0.21302755144013555,0.3247906869689995,native_thinking,asinh_signed_error,continuous
cell,cell_fold=3,log_burden,identity,276,0.4885503292808607,0.8264111285973134,0.2316517921234444,0.35830212497352676,native_thinking,asinh_signed_error,continuous
cell,cell_fold=4,log_burden,identity,274,0.5135320076017506,0.8686690818481299,0.23471345458518802,0.3924114079256391,native_thinking,asinh_signed_error,continuous
seed,seed=1234,power_separable,identity,266,0.575811523563798,0.9740184839260096,0.24818655409797777,0.16551480595922108,native_thinking,asinh_signed_error,continuous
seed,seed=1235,power_separable,identity,280,0.39421190815753604,0.6668322348825658,0.18966777087603973,0.6214549049662583,native_thinking,asinh_signed_error,continuous
seed,seed=1236,power_separable,identity,292,0.36483056326690033,0.6171319912525625,0.18932474948735126,0.5646444042136889,native_thinking,asinh_signed_error,continuous
seed,seed=1237,power_separable,identity,267,0.4840043062130181,0.8187212677396709,0.22432917936054883,0.20992092059597267,native_thinking,asinh_signed_error,continuous
seed,seed=1238,power_separable,identity,271,0.37269190194446744,0.6304299001463647,0.19010827027690955,0.5746219752474697,native_thinking,asinh_signed_error,continuous
cell,cell_fold=0,power_separable,identity,279,0.3496250420376468,0.5914109729524115,0.17026465897283857,-0.3312617745976234,native_thinking,asinh_signed_error,continuous
cell,cell_fold=1,power_separable,identity,269,0.5549436360772017,0.9387192457193241,0.25035664927875184,0.399561517404621,native_thinking,asinh_signed_error,continuous
cell,cell_fold=2,power_separable,identity,278,0.385284107430028,0.6517303437714245,0.20134611234958688,0.5514560914396732,native_thinking,asinh_signed_error,continuous
cell,cell_fold=3,power_separable,identity,276,0.44299752479010573,0.7493559260649745,0.19003893545435876,0.47238810303635204,native_thinking,asinh_signed_error,continuous
cell,cell_fold=4,power_separable,identity,274,0.4394978139019297,0.7434359627540928,0.2203078979869959,0.5549713055708263,native_thinking,asinh_signed_error,continuous
seed,seed=1234,power_interaction,identity,266,0.5753987274555266,0.9733202154421479,0.24775667667980633,0.16671085276027608,native_thinking,asinh_signed_error,continuous
seed,seed=1235,power_interaction,identity,280,0.3880631341176511,0.6564312280891185,0.1892770071387259,0.6331716277123427,native_thinking,asinh_signed_error,continuous
seed,seed=1236,power_interaction,identity,292,0.3620877322558437,0.6124923340145138,0.18935853667270114,0.5711658870287611,native_thinking,asinh_signed_error,continuous
seed,seed=1237,power_interaction,identity,267,0.48598435051881567,0.822070627163572,0.2275339448874703,0.2034433273300179,native_thinking,asinh_signed_error,continuous
seed,seed=1238,power_interaction,identity,271,0.3824240078345345,0.6468923199426581,0.19657108053290193,0.5521161167480626,native_thinking,asinh_signed_error,continuous
cell,cell_fold=0,power_interaction,identity,279,0.35627205039029514,0.6026547718924178,0.1695421569129755,-0.38236237658770866,native_thinking,asinh_signed_error,continuous
cell,cell_fold=1,power_interaction,identity,269,0.5616522117422407,0.9500671893278897,0.25844540426331064,0.38495666746886326,native_thinking,asinh_signed_error,continuous
cell,cell_fold=2,power_interaction,identity,278,0.39473716532015657,0.6677207377420441,0.20713882482275608,0.5291757656365899,native_thinking,asinh_signed_error,continuous
cell,cell_fold=3,power_interaction,identity,276,0.44610564851813217,0.7546134970539846,0.19609968759866778,0.46495855423716215,native_thinking,asinh_signed_error,continuous
cell,cell_fold=4,power_interaction,identity,274,0.45376873480257984,0.7675760505624244,0.23238868271560445,0.5256010554196756,native_thinking,asinh_signed_error,continuous
seed,seed=1234,power_quadratic,identity,266,0.5626777807941302,0.9518019986747058,0.21746938138592395,0.20314837372557226,native_thinking,asinh_signed_error,continuous
seed,seed=1235,power_quadratic,identity,280,0.3616164864098165,0.611695194419837,0.17230416268783746,0.6814668845657872,native_thinking,asinh_signed_error,continuous
seed,seed=1236,power_quadratic,identity,292,0.32469026927232475,0.5492323631607864,0.16589702057515446,0.6551738047636223,native_thinking,asinh_signed_error,continuous
seed,seed=1237,power_quadratic,identity,267,0.4607042306218825,0.7793078427318179,0.19820144951079172,0.2841590945352147,native_thinking,asinh_signed_error,continuous
seed,seed=1238,power_quadratic,identity,271,0.35889877594648634,0.6070980300406678,0.1772841327636407,0.6055253568092833,native_thinking,asinh_signed_error,continuous
cell,cell_fold=0,power_quadratic,identity,279,0.30215811241433577,0.5111179170889724,0.15403168587324048,0.0056783026407172255,native_thinking,asinh_signed_error,continuous
cell,cell_fold=1,power_quadratic,identity,269,0.5313054720362638,0.8987339245512984,0.21999902465173163,0.4496241798903201,native_thinking,asinh_signed_error,continuous
cell,cell_fold=2,power_quadratic,identity,278,0.3392987875181334,0.5739435163973914,0.16434039592005587,0.65213768073677,native_thinking,asinh_signed_error,continuous
cell,cell_fold=3,power_quadratic,identity,276,0.4423221294359179,0.7482134557738883,0.1947415604024263,0.4739956740069873,native_thinking,asinh_signed_error,continuous
cell,cell_fold=4,power_quadratic,identity,274,0.40527504736085773,0.6855461744848668,0.18348918482581486,0.6215798040870816,native_thinking,asinh_signed_error,continuous
seed,seed=1234,piecewise_power,identity,266,0.5674879436000656,0.9599386671711558,0.22297894715317573,0.1894660507074224,native_thinking,asinh_signed_error,continuous
seed,seed=1235,piecewise_power,identity,280,0.37329980149418557,0.631458197381771,0.17484578854182048,0.6605516804651226,native_thinking,asinh_signed_error,continuous
seed,seed=1236,piecewise_power,identity,292,0.3283215561164005,0.5553748948084276,0.16672730904390456,0.6474177064433906,native_thinking,asinh_signed_error,continuous
seed,seed=1237,piecewise_power,identity,267,0.4571488131220802,0.7732936484665693,0.19819744013530213,0.2951652557299381,native_thinking,asinh_signed_error,continuous
seed,seed=1238,piecewise_power,identity,271,0.3518475555691179,0.5951704830904344,0.1745351524665912,0.620873436756777,native_thinking,asinh_signed_error,continuous
cell,cell_fold=0,piecewise_power,identity,279,0.293571813289382,0.4965936956832226,0.1414884811289626,0.06138582327163844,native_thinking,asinh_signed_error,continuous
cell,cell_fold=1,piecewise_power,identity,269,0.540593207913054,0.914444666777898,0.22557091591524694,0.4302137854624042,native_thinking,asinh_signed_error,continuous
cell,cell_fold=2,piecewise_power,identity,278,0.3482362763710488,0.5890617955327998,0.1740508148182275,0.6335701933427038,native_thinking,asinh_signed_error,continuous
cell,cell_fold=3,piecewise_power,identity,276,0.45533216266717874,0.7702206791884362,0.19416014311689497,0.4425978538075557,native_thinking,asinh_signed_error,continuous
cell,cell_fold=4,piecewise_power,identity,274,0.4093625793409362,0.692460471158879,0.19172957651839814,0.6139079522866482,native_thinking,asinh_signed_error,continuous
seed,seed=1234,exponential_separable,identity,266,0.5640833542116388,0.95417960737676,0.2188863865420433,0.19916231837395082,native_thinking,asinh_signed_error,continuous
seed,seed=1235,exponential_separable,identity,280,0.37029104678601027,0.6263687148350788,0.17008605890731798,0.6660014603799459,native_thinking,asinh_signed_error,continuous
seed,seed=1236,exponential_separable,identity,292,0.3144059472370536,0.5318358378272816,0.15473087075687678,0.6766720799344234,native_thinking,asinh_signed_error,continuous
seed,seed=1237,exponential_separable,identity,267,0.4559213742771957,0.7712173646933533,0.18833652664147513,0.2989451194085878,native_thinking,asinh_signed_error,continuous
seed,seed=1238,exponential_separable,identity,271,0.3512605860578595,0.5941775902251991,0.17185541251582187,0.6221373370309077,native_thinking,asinh_signed_error,continuous
cell,cell_fold=0,exponential_separable,identity,279,0.28365909579304505,0.47982576091246393,0.1227094585648851,0.1237019865315192,native_thinking,asinh_signed_error,continuous
cell,cell_fold=1,exponential_separable,identity,269,0.5301050326828378,0.89670331197892,0.2190895921687614,0.45210842460033374,native_thinking,asinh_signed_error,continuous
cell,cell_fold=2,exponential_separable,identity,278,0.34527536668653747,0.5840532456099012,0.16668966403131447,0.6397749062275231,native_thinking,asinh_signed_error,continuous
cell,cell_fold=3,exponential_separable,identity,276,0.4542851086241274,0.7684495267368676,0.1861704757496329,0.44515844222374223,native_thinking,asinh_signed_error,continuous
cell,cell_fold=4,exponential_separable,identity,274,0.40642774048880387,0.6874960215562925,0.18384733125480657,0.6194241189995386,native_thinking,asinh_signed_error,continuous
seed,seed=1234,exponential_interaction,identity,266,0.5605281325733819,0.9481657444226396,0.2150608415967739,0.20922531036561498,native_thinking,asinh_signed_error,continuous
seed,seed=1235,exponential_interaction,identity,280,0.3619876781760958,0.6123230867537721,0.16733632688075845,0.6808126137677444,native_thinking,asinh_signed_error,continuous
seed,seed=1236,exponential_interaction,identity,292,0.3148912653402918,0.5326567814586495,0.15664094428995773,0.6756731293547767,native_thinking,asinh_signed_error,continuous
seed,seed=1237,exponential_interaction,identity,267,0.46746676402200266,0.7907470589689591,0.1942722317395729,0.2629896468817807,native_thinking,asinh_signed_error,continuous
seed,seed=1238,exponential_interaction,identity,271,0.36607634573412356,0.6192393043235416,0.17715995536370624,0.5895894909607243,native_thinking,asinh_signed_error,continuous
cell,cell_fold=0,exponential_interaction,identity,279,0.2853215597969223,0.4826379148940587,0.12227634798918506,0.11340030426729641,native_thinking,asinh_signed_error,continuous
cell,cell_fold=1,exponential_interaction,identity,269,0.5336100289485881,0.9026322158115543,0.2311677545085841,0.44483927450784266,native_thinking,asinh_signed_error,continuous
cell,cell_fold=2,exponential_interaction,identity,278,0.3407095832584057,0.5763299589603407,0.15845776166354986,0.6492388612556256,native_thinking,asinh_signed_error,continuous
cell,cell_fold=3,exponential_interaction,identity,276,0.45216535545314857,0.764863841689935,0.1898989979809826,0.4503242869691746,native_thinking,asinh_signed_error,continuous
cell,cell_fold=4,exponential_interaction,identity,274,0.40125204379210333,0.6787410313494622,0.17994335374169296,0.629055367907474,native_thinking,asinh_signed_error,continuous
seed,seed=1234,root_separable,identity,266,0.5664853525498752,0.9582427264427379,0.22967658539978755,0.19232749030290086,native_thinking,asinh_signed_error,continuous
seed,seed=1235,root_separable,identity,280,0.36602876001355394,0.6191588103259242,0.17547821265082067,0.6736462809098788,native_thinking,asinh_signed_error,continuous
seed,seed=1236,root_separable,identity,292,0.32659928898352436,0.552461580376481,0.16873073045096956,0.6511070664096679,native_thinking,asinh_signed_error,continuous
seed,seed=1237,root_separable,identity,267,0.46476326800846113,0.7861739391534472,0.2056585147667914,0.2714896861930364,native_thinking,asinh_signed_error,continuous
seed,seed=1238,root_separable,identity,271,0.3489932702069671,0.5903422943735298,0.175499495139892,0.6269996473325609,native_thinking,asinh_signed_error,continuous
cell,cell_fold=0,root_separable,identity,279,0.30523737124100087,0.5163266614284416,0.1465615599829,-0.014690999593067078,native_thinking,asinh_signed_error,continuous
cell,cell_fold=1,root_separable,identity,269,0.5342354143700792,0.9036900914100489,0.22351706248283987,0.44353722673263685,native_thinking,asinh_signed_error,continuous
cell,cell_fold=2,root_separable,identity,278,0.349665787587078,0.5914798964050685,0.1811316979733814,0.6305556271619228,native_thinking,asinh_signed_error,continuous
cell,cell_fold=3,root_separable,identity,276,0.44018773079548423,0.7446029970686127,0.1853569919420127,0.47905983008812103,native_thinking,asinh_signed_error,continuous
cell,cell_fold=4,root_separable,identity,274,0.4093942659832147,0.6925140709463266,0.19640640855609043,0.6138481791920678,native_thinking,asinh_signed_error,continuous
seed,seed=1234,inverse_separable,identity,266,0.6006818997565065,1.0160881631918286,0.27847633626456564,0.09187209122802198,native_thinking,asinh_signed_error,continuous
seed,seed=1235,inverse_separable,identity,280,0.4912044422235434,0.830900714093276,0.22519976180171147,0.4122634268460019,native_thinking,asinh_signed_error,continuous
seed,seed=1236,inverse_separable,identity,292,0.4526912639642764,0.7657534463430724,0.21962849071166454,0.3297050758486645,native_thinking,asinh_signed_error,continuous
seed,seed=1237,inverse_separable,identity,267,0.5184752604697928,0.8770308798795301,0.25037184894734804,0.09337396154335731,native_thinking,asinh_signed_error,continuous
seed,seed=1238,inverse_separable,identity,271,0.45604684139766316,0.7714295995817834,0.22717865744256327,0.36306657265201236,native_thinking,asinh_signed_error,continuous
cell,cell_fold=0,inverse_separable,identity,279,0.37513344432719564,0.6345599102499269,0.19024476316731065,-0.5326040469159368,native_thinking,asinh_signed_error,continuous
cell,cell_fold=1,inverse_separable,identity,269,0.6344035527765195,1.0731302889671959,0.3099843588832487,0.21530302061986617,native_thinking,asinh_signed_error,continuous
cell,cell_fold=2,inverse_separable,identity,278,0.4704983417205319,0.7958751479233966,0.21744074117715054,0.33110343312901946,native_thinking,asinh_signed_error,continuous
cell,cell_fold=3,inverse_separable,identity,276,0.5008373893491929,0.8471954011064736,0.22684010512446426,0.325618781575585,native_thinking,asinh_signed_error,continuous
cell,cell_fold=4,inverse_separable,identity,274,0.5314168794000863,0.8989223765484676,0.26062270143270405,0.3493532491439346,native_thinking,asinh_signed_error,continuous
seed,seed=1234,logL_rawN,identity,266,0.5642659155991606,0.9544884205189439,0.21903197946755068,0.19864386415668822,native_thinking,asinh_signed_error,continuous
seed,seed=1235,logL_rawN,identity,280,0.3701093703614898,0.6260613986589778,0.17012922546708603,0.6663291203399995,native_thinking,asinh_signed_error,continuous
seed,seed=1236,logL_rawN,identity,292,0.31767287120233845,0.5373620285990015,0.15735626539341172,0.6699179102482223,native_thinking,asinh_signed_error,continuous
seed,seed=1237,logL_rawN,identity,267,0.4550244346676249,0.7697001394852153,0.18747059039818273,0.30170079352081014,native_thinking,asinh_signed_error,continuous
seed,seed=1238,logL_rawN,identity,271,0.35015994441296433,0.592315791246826,0.17167021301175295,0.6245016205363496,native_thinking,asinh_signed_error,continuous
cell,cell_fold=0,logL_rawN,identity,279,0.28461432274791354,0.4814415825351848,0.12323644841057695,0.11779015145666416,native_thinking,asinh_signed_error,continuous
cell,cell_fold=1,logL_rawN,identity,269,0.5289853314037932,0.8948092725274079,0.2188118755598114,0.45442052111464626,native_thinking,asinh_signed_error,continuous
cell,cell_fold=2,logL_rawN,identity,278,0.345817436198382,0.584970187530135,0.16759158548256636,0.6386429382935557,native_thinking,asinh_signed_error,continuous
cell,cell_fold=3,logL_rawN,identity,276,0.45471149235983604,0.7691707794781383,0.1864480322635949,0.4441164250661118,native_thinking,asinh_signed_error,continuous
cell,cell_fold=4,logL_rawN,identity,274,0.40574625911992357,0.6863432564194776,0.18398578763606524,0.6206993170645569,native_thinking,asinh_signed_error,continuous
seed,seed=1234,rawL_logN,identity,266,0.5756550021543394,0.9737537189122788,0.24813482308046575,0.16596841635446935,native_thinking,asinh_signed_error,continuous
seed,seed=1235,rawL_logN,identity,280,0.39432896104700854,0.6670302366127805,0.18976534210874096,0.6212300696699067,native_thinking,asinh_signed_error,continuous
seed,seed=1236,rawL_logN,identity,292,0.36213925931311,0.6125794950110306,0.18743618970221823,0.5710438274826417,native_thinking,asinh_signed_error,continuous
seed,seed=1237,rawL_logN,identity,267,0.4847948049751863,0.8200584421003142,0.22512072742898612,0.20733802389889844,native_thinking,asinh_signed_error,continuous
seed,seed=1238,rawL_logN,identity,271,0.37366608815430835,0.6320777924450427,0.19052147414314055,0.5723952619541862,native_thinking,asinh_signed_error,continuous
cell,cell_fold=0,rawL_logN,identity,279,0.3498575510868323,0.5918042754521341,0.170407922152574,-0.33303300545798686,native_thinking,asinh_signed_error,continuous
cell,cell_fold=1,rawL_logN,identity,269,0.5568143450168164,0.9418836580498607,0.2508906221910602,0.3955065511402124,native_thinking,asinh_signed_error,continuous
cell,cell_fold=2,rawL_logN,identity,278,0.3853888381312692,0.6519075018078112,0.20064503257028432,0.5512122054246753,native_thinking,asinh_signed_error,continuous
cell,cell_fold=3,rawL_logN,identity,276,0.4428877231157787,0.7491701901844234,0.19148753222300097,0.47264961912537784,native_thinking,asinh_signed_error,continuous
cell,cell_fold=4,rawL_logN,identity,274,0.4396185378504662,0.7436401742929646,0.21933814728767542,0.5547267855830356,native_thinking,asinh_signed_error,continuous
seed,seed=1234,intercept_only,identity,266,0.13694862051588783,1.2426137437384541,0.04567026978400491,0.013471733948034581,native_thinking,signed_log_count_ratio,continuous
seed,seed=1235,intercept_only,identity,280,0.10011981049805846,0.9084447296856399,0.04117574475813894,0.10935896632237774,native_thinking,signed_log_count_ratio,continuous
seed,seed=1236,intercept_only,identity,292,0.08226324216135593,0.7464217962117151,0.036947832080537056,0.032952750461124336,native_thinking,signed_log_count_ratio,continuous
