model,variant,layer,head,candidate_rank,pool_primary,pool_sum,pool_coverage,pool_enrichment,samples,effective_number_mean,dominant_occurrence,dominant_occurrence_mean_share,winner_occurrence_mode,winner_occurrence_mode_frequency,first_occurrence_share_mean,winner_is_first_mean,local_needle_count_mean,local_effective_fraction_mean,row_dominant_quarter,row_dominant_quarter_mass,span_mean_effective_number_mean,span_mean_dominant_occurrence_mean_share,span_sum_effective_number_mean,span_sum_dominant_occurrence,span_sum_dominant_occurrence_mean_share,end_sum_profile_cosine_mean,end_sum_winner_match_rate,phenotype,target_occurrence,endpoint_profile,span_mean_profile,span_sum_profile
Qwen3-8B,v4.1,34,7,11,0.0024957948352756,0.0065571874380111,0.3755144718739842,16.651340692119707,20,1.6487206529057996,1,0.7949154719581462,1,1.0,0.7949154719581462,1.0,2.0,0.5630730312124013,1,0.6135836014739061,6.448936396759284,0.22460995286706095,6.432960174325482,1,0.22178553379453742,0.6356286588685467,0.55,targeted_occurrence_retriever,1.0,"[0.7949154719581462,0.04639393814262099,0.03557970546810006,0.025908496016436112,0.029709905069763794,0.02598650520090844,0.011548149634245584,0.01386238779632988,0.009641446454124746,0.006453994259324138]","[0.22460995286706095,0.1943534648760365,0.11807185964495401,0.06638269872619476,0.05237935488906389,0.06893690168255928,0.05900623280335885,0.09249532547381509,0.07749153516737502,0.04627267386958157]","[0.22178553379453742,0.19814613274891207,0.12042485568924577,0.06553200875425089,0.051712133266081296,0.06808335771812475,0.05824943464809175,0.09144538708563431,0.07893954369185587,0.04568161260326599]"
Qwen3-8B,v4.1,13,16,12,0.0024880493579708,0.0032022913297016,0.7906409076588301,4.793705871380477,20,6.571707364461327,6,0.22717175919560906,6,0.5,0.011645860158753078,0.0,3.0,0.8366670692243694,4,0.7349841068690118,7.935201199864392,0.17599004200932233,7.942892112979545,1,0.17430195335020057,0.7506057469515018,0.15,global_endpoint_aggregator,,"[0.011645860158753078,0.05446179921666987,0.07612138388971065,0.10413965792466813,0.15356293907119647,0.22717175919560906,0.16820106747836353,0.08338490938822599,0.07867255079722875,0.04263807287957456]","[0.17599004200932233,0.12430992876783727,0.12271381136851651,0.11726278110139562,0.07975600315239062,0.11549262580155235,0.13713996051219043,0.04299210568650509,0.045997552850872966,0.0383451887494168]","[0.17430195335020057,0.1271712186139464,0.12552844824096449,0.11612413740485839,0.07900160659827285,0.11438744051846177,0.13585294198019973,0.042580946340619236,0.047075604194647284,0.03797570275782929]"
Qwen3-8B,v4.1,21,16,13,0.0024163090310871,0.0052376366323894,0.5010553635316745,11.135267921572929,20,2.205907036389813,2,0.4780160568433631,2,0.55,0.3632576798907364,0.4,2.0,0.8169505722977959,1,0.2921738761942422,6.576221706138755,0.2781662351355381,6.5021123010932245,2,0.2832238765769173,0.634081491569778,0.5,mixed,,"[0.3632576798907364,0.4780160568433631,0.10580078409724607,0.0359703256498232,0.011545883191021004,0.0016941221473998683,0.0008478520788564375,0.00030648747558624067,0.0019686573337249326,0.0005921512922427362]","[0.045008542106537555,0.2781662351355381,0.1129798804938055,0.1647361287925752,0.08864295875350518,0.05777596852623864,0.06893257273993747,0.05914802141741358,0.05010743127296959,0.07450226076147917]","[0.04435788280553718,0.2832238765769173,0.11502301416653764,0.16235449402122057,0.08737449596136,0.056945578618324624,0.06794635452540948,0.05830490982245623,0.05102878320609259,0.07344061029614442]"
Qwen3-8B,v4.1,21,20,14,0.0024026763007055,0.0032677398787603,0.7237774233417512,6.325902156246648,20,6.063606974636788,1,0.30762209180753974,1,0.9,0.30762209180753974,0.9,2.3,0.6933823058282503,4,0.40656581292491245,8.495267275423178,0.17444921008684716,8.532680331237376,4,0.17305043714514662,0.6511451864101268,0.0,broad_span_mean_only,,"[0.30762209180753974,0.039385759110345746,0.09829297281248053,0.050243911761500136,0.095366226096108,0.06452498535207021,0.13022103009557634,0.0823981127577284,0.05159570676411811,0.08034920344253275]","[0.0435623647718958,0.07130438616001557,0.09145226028031087,0.17444921008684716,0.15211088569597364,0.0818494055827038,0.12156340917468109,0.11977333102930614,0.08002592752613322,0.06390881969213279]","[0.043212008321981986,0.07308537954613753,0.09373760691595721,0.17305043714514662,0.15089545556281603,0.08119848978194703,0.12058902865242345,0.11881386484769436,0.08202192270180546,0.06339580652409034]"
Qwen3-8B,v4.1,9,20,15,0.0023352715468766,0.0029137161042954,0.8117335865844383,5.406760119793505,20,6.128054374262941,1,0.32670592834239914,1,1.0,0.32670592834239914,1.0,2.0,0.7945363385243635,1,0.6921375828255524,4.968935526826653,0.39457751896156806,5.01285437096198,1,0.3914004467627976,0.9632474155630371,1.0,mixed,,"[0.32670592834239914,0.10491685033166928,0.09718175445362305,0.06957237551499636,0.10196922110755324,0.08485443068930971,0.05306767326118429,0.04994350964779585,0.04345151639937185,0.06833674025209718]","[0.39457751896156806,0.09661955448883981,0.07355674915563967,0.0646455035912751,0.061966675887475384,0.051558470745821636,0.051423607032300464,0.049687833087537533,0.07484995119113422,0.08111413585840807]","[0.3914004467627976,0.09902442919913021,0.07539136591290763,0.06412221492745442,0.06146488085149364,0.051141269248488774,0.05100716296471788,0.049290753955762996,0.0766967023974601,0.08046077377978675]"
Qwen3-8B,v4.1,9,10,16,0.0022122789726119,0.0030957447157965,0.7532482396555398,5.121795834720607,20,4.994518929340831,4,0.3798286700652514,4,1.0,0.03313354152894584,0.0,3.0,0.7252600187529493,4,0.5623356154397307,6.913540346396618,0.21026817052156072,6.930024489637347,4,0.20837346332837936,0.8308237238540377,0.6,broad_span_mean_only,,"[0.03313354152894584,0.08270040025863619,0.11923809644036251,0.3798286700652514,0.11555222040623381,0.09241912471698052,0.03455240303919502,0.048882663296064416,0.033622453326831184,0.06007042692149913]","[0.17828110637482153,0.14561659172977656,0.10074724703320644,0.21026817052156072,0.13610155717643033,0.05515447780815411,0.03242663839552153,0.05374142712695888,0.025749708815972383,0.06191307501759752]","[0.1766986785556416,0.14908108112330112,0.10315578720384044,0.20837346332837936,0.13488731355006744,0.05466175047683932,0.03213626175923191,0.05326242528022477,0.02636851822049179,0.06137472050198227]"
Qwen3-8B,v4.1,7,23,17,0.0021834726467911,0.0031947917408412,0.7962897396846317,4.7097555446593855,20,4.451491825332668,7,0.34134066688221015,7,0.8,0.04731041420217678,0.0,2.8,0.5602634317142648,4,0.7709266150161687,6.925081845672139,0.2417965812012211,6.955811610733832,7,0.2401980612903311,0.8923898730612407,0.75,broad_span_mean_only,,"[0.04731041420217678,0.0381498480278407,0.022466564868680067,0.0507611351129964,0.03643446980241571,0.05822250125730859,0.34134066688221015,0.042181544661104596,0.07055235504059205,0.2925805001446749]","[0.12778780971857462,0.09424260611027073,0.03168403070681372,0.07867942289707155,0.07374307949785015,0.0522962772042128,0.2417965812012211,0.04923679088581838,0.08099740395015369,0.16953599782801326]","[0.12693504841971506,0.09668471308852547,0.03251299791030847,0.07815254852410182,0.07324909068751818,0.05194597080642317,0.2401980612903311,0.04890060827270119,0.0829990531188586,0.16842190788151698]"
Qwen3-8B,v4.1,17,22,18,0.002110056417171,0.0023046996858384,0.9229180874719082,4.141857412690379,20,8.0827332127546,2,0.17118118669546872,2,0.4,0.14600739353186049,0.15,2.25,0.9378666634050136,4,0.6595156588919024,7.497294446277278,0.1539950393660162,7.472183084731398,2,0.15730536431765144,0.8644630247263919,0.3,global_endpoint_aggregator,,"[0.14600739353186049,0.17118118669546872,0.07592139725454365,0.08995369393758987,0.08297583274174694,0.07697037210649535,0.0665163975863145,0.07988340758596514,0.06731153331634399,0.14327878524367144]","[0.14234370973891036,0.1539950393660162,0.11295103483525429,0.1167581900089694,0.07923900290733979,0.08181036409729925,0.07216404303668601,0.0792699870239055,0.07583182351167975,0.0856368054739395]","[0.1407411010986051,0.15730536431765144,0.11539636080183893,0.11544102062473718,0.07835052432983672,0.08097011704516859,0.07135947844072389,0.07848623966431084,0.07723827343358876,0.08471152024353859]"
Qwen3-8B,v4.1,29,5,19,0.0020045388055102,0.0051953348848554,0.3504005319338694,12.46398224213274,20,1.5623491218366117,1,0.841575008750681,1,1.0,0.841575008750681,1.0,2.0,0.5908066317371509,1,0.7567436336939041,5.582762204725926,0.2271052474112072,5.570320572220626,1,0.2242901532397088,0.5958526066198007,0.4,first_needle_locator,1.0,"[0.841575008750681,0.055245646387220446,0.05124141721445842,0.008251573359355861,0.00934814925132605,0.009383673754875923,0.004516809461184111,0.005281777377858267,0.006841803178900448,0.008314141264139333]","[0.2271052474112072,0.21184996151893945,0.07768565630831975,0.059243007547077745,0.06882940458165994,0.06018211104627258,0.03165288112106448,0.09463087447579924,0.09496180259369313,0.07385905339596652]","[0.2242901532397088,0.21604837585018033,0.07924481359909023,0.05848598044281792,0.06797080480131748,0.05954628354751894,0.031248998119970256,0.09362104439039029,0.09655117789668947,0.0729923681123164]"
Qwen3-8B,v4.1,9,26,20,0.0019171884346389,0.002051818370819,0.939603889303832,3.63638247423666,20,8.143670717631291,1,0.17819460268937518,1,0.5,0.17819460268937518,0.5,2.5,0.9513034999232021,1,0.8102417498999088,7.685375719961527,0.19764562786492726,7.662348694383832,1,0.19542509242623685,0.9662833590876476,0.5,global_endpoint_aggregator,,"[0.17819460268937518,0.1383401058018217,0.10279623070511065,0.1207139729412358,0.08052728852327248,0.12067456831338452,0.08200187126533688,0.07953055412955161,0.04310272376493989,0.05411808186597132]","[0.19764562786492726,0.1581341794426113,0.13639523649284863,0.0854750037086019,0.08266441320392585,0.09622254360064096,0.09582508617570813,0.0562138293438932,0.045759432664644266,0.04566464750219852]","[0.19542509242623685,0.1615288294770125,0.13934187188360697,0.08451823888413915,0.08175346213485932,0.09516261562690477,0.09476821599425879,0.05559297586169058,0.04675067608410213,0.04515802162718899]"
Qwen3-8B,v4.1,26,24,21,0.0019159270872217,0.0084065473741954,0.2546909648193275,15.625431031266173,20,1.1520716680792158,1,0.9423562399331074,1,1.0,0.9423562399331074,1.0,2.0,0.5230302770192169,1,0.6622660846626427,5.079076334148937,0.35912470716087636,5.106423581771468,1,0.3552065024269826,0.8094479756603377,1.0,first_needle_locator,1.0,"[0.9423562399331074,0.017913345266972282,0.03483174437257737,0.0015442123068112091,0.0009085810257125916,0.000830669460131677,0.0006112916873106395,0.00010895077147249506,0.0006606719689528204,0.00023429320695182685]","[0.35912470716087636,0.15027176612440876,0.13213334407906369,0.051801622965682234,0.06425062198777773,0.05683782645103158,0.02627298337971899,0.07512486047544761,0.05500811279250267,0.02917415458349047]","[0.3552065024269826,0.1535291419763016,0.1349767153248461,0.051214554796810786,0.06353706964705082,0.0562303189688634,0.025984361314307557,0.07428896357757032,0.05618402559334109,0.028848346373925682]"
Qwen3-8B,v4.1,20,19,22,0.0018847585670343,0.002857118182712,0.6750387015994117,5.18093097871912,20,5.1541816456771485,1,0.2788291934430431,1,0.5,0.2788291934430431,0.5,2.6,0.6537619100263607,4,0.4890161202530914,7.641492426745367,0.21914820956824502,7.586024425756013,9,0.22328898789054324,0.6361438205847981,0.15,broad_span_mean_only,,"[0.2788291934430431,0.06638683966260395,0.023994500266892767,0.03227431584428387,0.05049273859028854,0.27366668739258676,0.09284534167562142,0.0408249088384282,0.06648303664577315,0.07420243764047815]","[0.06475853497125866,0.08650931087668792,0.10531112962465847,0.06750540004804607,0.054928605938533784,0.12985884507906748,0.07153026166477891,0.09502355109671853,0.21914820956824502,0.10542615113200515]","[0.06389632002192541,0.08818868720892217,0.1073463806864352,0.06658634545938555,0.05419238562244769,0.1281477845900169,0.07056235964671723,0.09378987802226835,0.22328898789054324,0.10400087085133816]"
Qwen3-8B,v4.1,23,29,23,0.0018841811789628,0.0030979689624573,0.5265471383408237,8.182472242162483,20,3.2025293773367096,1,0.4471004678048162,1,0.6,0.4471004678048162,0.6,2.05,0.7285842442184828,3,0.36702717939014373,6.982692534315004,0.21260997441050172,7.002928975496421,7,0.2104179926830862,0.39655334933223546,0.05,broad_span_mean_only,,"[0.4471004678048162,0.18750872376741126,0.05039652279073794,0.01560079011347249,0.02623015393326813,0.021524448194626823,0.07424648941849091,0.06252313897327644,0.058896608048431685,0.05597265695546814]","[0.012678369478127824,0.09471611295442786,0.12314553754796438,0.04712628497259212,0.0820804871651375,0.048480173348016395,0.21260997441050172,0.15516686425732715,0.09738187191142568,0.12661432395447936]","[0.012543236073968986,0.09679822504999358,0.12585312780419272,0.04664139505178518,0.08125028288631166,0.04799783048734167,0.2104179926830862,0.15365195376830906,0.09954464398648206,0.12530131220852883]"
Qwen3-8B,v4.1,26,19,24,0.0018402847702185,0.0055810550848642,0.3408330290347718,11.81175570164583,20,1.5674146464250556,1,0.7552822052571021,1,0.8,0.7552822052571021,0.8,2.0,0.6605630831171824,1,0.8187766975456325,2.121938507155511,0.6707221198458376,2.137200350561181,1,0.6670966091086331,0.9269623764982053,0.8,targeted_occurrence_retriever,1.0,"[0.7552822052571021,0.1752281693043744,0.012397735435862277,0.004390614934221332,0.006681462883121466,0.01500409266861022,0.018189791176170002,0.004477336068197347,0.005026934171366488,0.003321658100974395]","[0.6707221198458376,0.12921638827254206,0.024142088630770817,0.025538208157892782,0.026459980862598924,0.026042723521452878,0.018064339749627942,0.03636143841066959,0.01977335667729816,0.0236793558713092]","[0.6670966091086331,0.1325467006643593,0.02479391623633041,0.025388290410600284,0.026284386065924627,0.025895149015866113,0.017961230480492286,0.036175387991291504,0.020298143231389353,0.023560186795113174]"
Qwen3-8B,v4.1,9,27,25,0.0017447402122846,0.0019394331508212,0.9112912225768692,3.297514197355033,20,7.723046144309654,4,0.21320391411008285,4,0.8,0.085036326417222,0.0,3.0,0.8745637885283657,1,0.5510362060774598,6.934800326785956,0.21003085167766572,6.903060694243773,2,0.21419300384049506,0.9159182213531298,0.55,global_endpoint_aggregator,,"[0.085036326417222,0.11658867435161266,0.14247532124171902,0.21320391411008285,0.09277677747787375,0.11125739942207546,0.05865556859634243,0.062228592969195806,0.059279049251117565,0.05849837616275856]","[0.1466154217995956,0.21003085167766572,0.13352102198055835,0.1973167098597091,0.07697577757517961,0.0620611088320555,0.037900925309058836,0.04703007858933195,0.04798714506538131,0.04056095931146406]","[0.14472977688789004,0.21419300384049506,0.13619591967410838,0.19479751282125096,0.0759883100311998,0.06126524400143786,0.03741484105764975,0.0464316322856908,0.0489454195021586,0.04003833989811883]"
Qwen3-8B,v4.1,34,4,26,0.001738079040504,0.0061292512549293,0.2633631679592672,15.513979046970633,20,1.173545098098618,1,0.9258850033736736,1,1.0,0.9258850033736736,1.0,2.0,0.5105646002935778,1,0.5826687358153501,3.086330341543717,0.42447968733036723,3.10954260709534,1,0.4212067266461547,0.7544225870251098,0.65,first_needle_locator,1.0,"[0.9258850033736736,0.00947367694032251,0.004365515616117887,0.008378972588905156,0.007631483794308105,0.0169115258080153,0.011256884805630722,0.009356233215155938,0.004142596791929715,0.002598107065941003]","[0.42447968733036723,0.092827165039992,0.0649298940503429,0.038912254864558946,0.027679310167657144,0.0643951747553135,0.08135330105989999,0.0771461396461338,0.08589992632388567,0.04237714676184873]","[0.4212067266461547,0.09510404459312612,0.06656537201295058,0.038617959906264224,0.02747741250463571,0.06412382480075982,0.0808640129897944,0.07679517914041767,0.08708209363262588,0.042163373773270854]"
Qwen3-8B,v4.1,8,26,27,0.0017095077050017,0.0021210736698574,0.8155802912037706,3.9831369551453895,20,5.824814080423784,1,0.3278944293457224,1,0.95,0.3278944293457224,0.95,2.05,0.8171730910498299,4,0.4187297153695324,7.671648938421565,0.22747353069005224,7.677405829329881,1,0.225255601606399,0.9349542386768229,0.95,broad_span_mean_only,,"[0.3278944293457224,0.122723776475176,0.10313865439303367,0.05866640112913709,0.12592898622606535,0.06571660076014926,0.07922544620976488,0.06058150456404865,0.023821119992343053,0.03230308090455954]","[0.22747353069005224,0.15471259060212478,0.09741926214536274,0.08661065274319245,0.09773843521315737,0.07959544250568902,0.08700146824931945,0.08198483846610596,0.043019302606287224,0.044444476778708726]","[0.225255601606399,0.15830473594295946,0.09968263200514707,0.08576929904316068,0.09679202007293042,0.0788206336065154,0.08615462151226835,0.0811901230578444,0.044015020967871875,0.04401531218490333]"
Qwen3-8B,v4.1,24,28,28,0.0015994703616504,0.0037502222590975,0.4242510687630494,7.92673701453594,20,2.261084302406466,1,0.6673346155880346,1,1.0,0.6673346155880346,1.0,2.0,0.6296368779412371,1,0.44039404431213774,8.518313359622727,0.13489388232813843,8.520902423142264,1,0.13353339446822443,0.5386995596902258,0.4,broad_span_mean_only,,"[0.6673346155880346,0.08451259603849826,0.034237220314166754,0.014716565208204066,0.027033480885344102,0.018246073199402545,0.02995467892611401,0.03905103392016691,0.0374001780290022,0.04751355789106652]","[0.13489388232813843,0.09404218119466078,0.08252035244625186,0.07233363700163645,0.09118823243333403,0.07220925192544936,0.10490099776969564,0.11814123455134336,0.12972554102692796,0.10004468932256202]","[0.13353339446822443,0.09619736044559776,0.08441654448263577,0.07160156089293916,0.09027834426368236,0.07152651339447084,0.10385687987384888,0.1169924320130987,0.13255872714997527,0.09903824301552679]"
Qwen3-8B,v4.1,13,17,29,0.001578781819536,0.0018527302477094,0.8689877458243067,3.3979751179763054,20,6.911819448013695,2,0.21096395955423555,2,0.5,0.14400343183801886,0.1,2.35,0.8605374472715669,1,0.7060676494155371,7.01373119132416,0.22256433196935954,7.030692616802071,1,0.2206388049078652,0.8773933800361556,0.15,global_endpoint_aggregator,,"[0.14400343183801886,0.21096395955423555,0.0774048469503798,0.119189797709746,0.058225067488971806,0.17240395576943324,0.08325265672799746,0.024609458797121102,0.04402448851886661,0.06592233664522956]","[0.22256433196935954,0.13246545332655663,0.10164075287358913,0.1428564598747781,0.0392517287106466,0.10103979446957992,0.13085421232376188,0.0393068809880251,0.03229191031996552,0.05772847514373756]","[0.2206388049078652,0.1356068426241756,0.10406188136321257,0.14159441992436078,0.03893859510374326,0.10016854537185582,0.1297203211310141,0.038981729536581446,0.033066560371559035,0.05722229966563219]"
Qwen3-8B,v4.1,17,26,30,0.0015657003141465,0.0023574848969776,0.6671784148654379,4.659118812508621,20,4.229533095307751,1,0.42938526259496046,1,1.0,0.42938526259496046,1.0,2.0,0.8282413504182768,4,0.9216712243861895,7.319608450411344,0.18654894648312847,7.343529721670842,1,0.18490499923348577,0.7522446921243056,0.4,partition_local_endpoint_aggregator,,"[0.42938526259496046,0.16523633704970225,0.04343134242827866,0.07026556502261858,0.047351197533895543,0.05359660895203576,0.026026636395185754,0.04240975735767286,0.051802391411501406,0.0704949012541487]","[0.18654894648312847,0.10336489120250589,0.08486073656941254,0.10564100980230284,0.045083797761669,0.057253403876545886,0.08961069034171311,0.07614416813503361,0.0762083922696216,0.17528396355806702]","[0.18490499923348577,0.10585465624426504,0.08692802686710067,0.10473006657827695,0.044679064231917344,0.05676882619027801,0.08884808641120526,0.0754993384601659,0.07799151224048374,0.17379542354282135]"
Qwen3-8B,v4.1,20,12,31,0.0014798095385771,0.0018456399440764,0.814971910036887,3.51628813304064,20,6.248958156037628,1,0.23892928370413333,1,0.7,0.23892928370413333,0.7,2.5,0.8274554346060498,1,0.5376046953685825,6.967216696319246,0.17027888970823207,6.979287733561466,8,0.16894763822304407,0.6198832842112427,0.0,global_endpoint_aggregator,,"[0.23892928370413333,0.13094009874793694,0.10735546209672675,0.06771919687857593,0.10837566667057912,0.0774542323145727,0.10978639395367658,0.06277334722016134,0.04362925182557129,0.053037066588066076]","[0.06795919675409672,0.07705311096391723,0.09040957735878184,0.10233031454911715,0.044854325465617996,0.09113538420951214,0.08445321261823975,0.17027888970823207,0.11626984478784133,0.15525614358464374]","[0.0673309442516319,0.07888050239191244,0.09257202306874437,0.10136310783551412,0.044441035110800844,0.09044386107723566,0.08367814150145853,0.16894763822304407,0.11843404388596335,0.15390870265369472]"
Qwen3-8B,v4.1,24,31,32,0.0014605585902568,0.00322268737687,0.4525661450932099,6.415726246842622,20,2.2949538433949774,1,0.5457110269157253,1,0.65,0.5457110269157253,0.65,2.0,0.7172808093276482,1,0.540041224888032,6.331616081956329,0.25007604349939444,6.32677477490646,1,0.24749822044015116,0.759152061665472,0.55,mixed,,"[0.5457110269157253,0.25064633289168237,0.03675038123960787,0.007848583272657495,0.022223480402329306,0.02301183878943543,0.026919541634458293,0.009321483867173231,0.04420566397154187,0.03336166701538877]","[0.25007604349939444,0.20873730306785382,0.04776857509125275,0.042932884053717126,0.04584700339873401,0.10169588795921418,0.10509507542885728,0.0778552244979931,0.05338453685970305,0.06660746614328027]","[0.24749822044015116,0.2134303955258575,0.04884614975024165,0.04249795666029431,0.045389081683084684,0.10067449252241167,0.10405079874855719,0.07707241542940886,0.054610838837658895,0.06592965040233403]"
Qwen3-8B,v4.1,15,19,33,0.0014437937895139,0.0016720506880017,0.8791344839636066,2.7889959435326475,20,7.386204300867031,7,0.19833693469343566,7,0.6,0.05471440259676534,0.0,3.0,0.7993308410943544,4,0.6229597931751344,7.845860529020823,0.20031480044543298,7.866336569612296,7,0.19837548686670128,0.9292269958561665,0.55,global_endpoint_aggregator,,"[0.05471440259676534,0.1048507855183068,0.14730821258830443,0.07468084836960288,0.057025496223583286,0.1501381816790764,0.19833693469343566,0.05050510807670398,0.04279229360455301,0.11964773664966818]","[0.04077255574197165,0.10418776396341767,0.10322323587164488,0.10207270067125582,0.06149418624226514,0.11523382031120828,0.20031480044543298,0.05087657402026637,0.09011107466918386,0.1317132880633534]","[0.040375314765673506,0.10657527495817598,0.1055894008935043,0.10107546587057972,0.060897482212422985,0.11411896158226664,0.19837548686670128,0.0503843961057586,0.09218630571138106,0.13042191103353593]"
Qwen3-8B,v4.1,21,11,34,0.0014135136037404,0.0032819903559154,0.438234613678052,7.226312677045687,20,2.392472183121495,1,0.6549215671532235,1,1.0,0.6549215671532235,1.0,2.0,0.621108680207338,4,0.3577936617681277,7.201297354172588,0.184434072545462,7.149360168841342,3,0.18777209662456698,0.39924323402427864,0.0,broad_span_mean_only,,"[0.6549215671532235,0.07188996712890097,0.08085756444933981,0.033814868113165766,0.025184433679005098,0.00789260065701383,0.016611466216649995,0.010988495651140762,0.05275199535189048,0.04508704159966985]","[0.07572698977817172,0.18346202518579305,0.184434072545462,0.0778930401920726,0.05125076156278753,0.03390962876333674,0.1460083811046002,0.10960101438024292,0.06700281427017948,0.07071127221735377]","[0.07464263662563904,0.18682397183358296,0.18777209662456698,0.07681961568620081,0.05053570831740335,0.03344151279811761,0.14396961095707564,0.10807701270450543,0.06822211669008367,0.06969571776282454]"
Qwen3-8B,v4.1,21,21,35,0.0014070938314618,0.0022814793719185,0.6185546774895526,4.303708419299611,20,4.954072138181864,1,0.379917893698064,1,0.95,0.379917893698064,0.95,2.25,0.6590922828837347,4,0.7187234951600838,6.625612920489468,0.15088714280357346,6.647084534205956,1,0.1495959502145443,0.6785687750399545,0.45,broad_span_mean_only,,"[0.379917893698064,0.04683057104157508,0.02800876604077939,0.05336956717676881,0.052304016703182944,0.1328381159098645,0.07962238078074615,0.0785484414172488,0.06920039805286024,0.07935984917891015]","[0.15088714280357346,0.08101119833129919,0.07359838425608237,0.11423000461597317,0.04888341728377191,0.12645516328170162,0.07725516530985929,0.1371558002902037,0.11850762922209959,0.07201609460543575]","[0.1495959502145443,0.08297872929328629,0.07539618383849526,0.113212541373703,0.04845875177621918,0.12554500286927614,0.07656823938667003,0.136216617335073,0.12052057072673568,0.07150741318599704]"
Qwen3-8B,v4.1,25,31,36,0.0013624140789173,0.0020510057608286,0.6783157698052692,4.278154570185024,20,4.569835879729915,1,0.3114791546500628,1,0.6,0.3114791546500628,0.6,2.1,0.8914141790602308,4,0.39799534783514867,8.27839630297748,0.17822324281173327,8.300757971773145,8,0.17668011321103166,0.6093144570322548,0.05,broad_span_mean_only,,"[0.3114791546500628,0.24601930162738067,0.050413170642058025,0.026202992214320098,0.023788215656870927,0.05566634946947413,0.07535408282631227,0.12520526514682073,0.028827824187041922,0.05704364357965837]","[0.06610911831709501,0.092828141020877,0.07852596756426708,0.0939874925125326,0.06945830258543062,0.08677034403481378,0.11587966950255309,0.17822324281173327,0.09780316013475973,0.12041456151593785]","[0.0655224085988064,0.09506827388198091,0.08042309189889034,0.09315747911172954,0.06884430496448593,0.0860416345908246,0.1148578699562904,0.17668011321103166,0.10004854254272817,0.1193562812432321]"
Qwen3-8B,v4.1,9,14,37,0.0013489113632905,0.0027511431111229,0.5005383622166525,5.456220829308538,20,2.436651039178963,1,0.6273618259322609,1,1.0,0.6273618259322609,1.0,2.0,0.5791045520692875,4,0.5495115452249762,2.385894247224801,0.6287820049752109,2.409481530364661,1,0.6244929609706481,0.974811868504859,1.0,mixed,,"[0.6273618259322609,0.04868445903445894,0.09881181468204772,0.048100429063947014,0.0671725228932252,0.016795914458067395,0.02316244729843626,0.008070425720170058,0.023323708172305512,0.03851645274508109]","[0.6287820049752109,0.1396900550507321,0.05902051136565656,0.03415164189902621,0.04588073024134674,0.0081670915630464,0.026715124108778243,0.00785406353000279,0.012251134004974929,0.03748764326122518]","[0.6244929609706481,0.14327618870812492,0.06053818309395146,0.03390552306172365,0.04555215913950393,0.008110981769422442,0.026528557738749563,0.007800345324206687,0.012569732468068792,0.0372253677256005]"
Qwen3-8B,v4.1,18,22,38,0.0013478515379985,0.0015074438518947,0.904824386458562,2.691609864262141,20,7.943066846707661,1,0.16328183699288018,1,0.35,0.16328183699288018,0.35,2.5,0.8691304472947617,4,0.6680168226662813,7.454954878577235,0.14521554812292725,7.4685044377665735,7,0.14395617972245936,0.7752207085629187,0.05,global_endpoint_aggregator,,"[0.16328183699288018,0.12504165137985476,0.08632354807966847,0.1040631890123334,0.043326008032057724,0.05235612178540716,0.10651703304449958,0.13747410248416897,0.1150144717058165,0.0666020374833133]","[0.05020560368166858,0.06001711218755298,0.07943812289971199,0.09510896792377496,0.06462271126859699,0.10933060338184335,0.14521554812292725,0.1372453724293264,0.12388238247256425,0.1349335756320332]","[0.049766981323868247,0.06146597434794656,0.08139231414944714,0.09428854842270781,0.06406204209975588,0.10843361780441829,0.14395617972245936,0.13616258530406436,0.1266709363069188,0.1338008205184135]"
Qwen3-8B,v4.1,14,6,39,0.0013418436248004,0.0015415787696837,0.8818844041227398,2.697554275943507,20,7.655758429430561,4,0.19195565251492425,4,0.5,0.13831243992765838,0.2,2.65,0.8289335991765668,1,0.46886780110275694,5.1982549522484165,0.32984214267111883,5.2308044853129605,1,0.3262247367182137,0.7958150046376576,0.25,global_endpoint_aggregator,,"[0.13831243992765838,0.12606383457615328,0.06697597842847684,0.19195565251492425,0.0736415738161795,0.06041563433839736,0.06475450683854296,0.09761250497777997,0.10977196955457846,0.070495905027309]","[0.32984214267111883,0.15424527662655493,0.12995038589632313,0.17405038174240842,0.0435661182810627,0.025629626311923448,0.01986769015700205,0.038976963119801214,0.048012230351203264,0.03585918484260196]","[0.3262247367182137,0.15761724251533113,0.1328042879945837,0.1721738981926017,0.04309315745115477,0.02535034623052639,0.01964969300739846,0.03854929791760303,0.04906774533592438,0.03546959463666277]"
