model_label,source_layer,target_layer,normalized_depth,contrast,metric,seed,effect,pairs_per_seed
Qwen3-8B,19,20,0.5714285714285714,aligned_dose_1_minus_orthogonal,target_donor_fraction,1257,0.23796222475357354,4
Qwen3-8B,19,20,0.5714285714285714,aligned_dose_1_minus_orthogonal,target_donor_fraction,1258,0.257963738986291,4
Qwen3-8B,19,20,0.5714285714285714,aligned_dose_1_minus_orthogonal,target_donor_fraction,1259,0.24295003525912762,4
Qwen3-8B,19,20,0.5714285714285714,aligned_dose_1_minus_orthogonal,target_donor_fraction,1260,0.2307108013192192,4
Qwen3-8B,19,20,0.5714285714285714,aligned_dose_1_minus_orthogonal,target_donor_fraction,1261,0.24888610211201007,4
Qwen3-8B,19,20,0.5714285714285714,aligned_dose_1_minus_orthogonal,target_donor_fraction,1262,0.24236294208094478,4
Qwen3-8B,19,20,0.5714285714285714,aligned_dose_1_minus_orthogonal,target_donor_fraction,1263,0.24088945367839182,4
Qwen3-8B,23,24,0.6857142857142857,aligned_dose_1_minus_orthogonal,target_donor_fraction,1254,0.8506336431019008,4
Qwen3-8B,23,24,0.6857142857142857,aligned_dose_1_minus_orthogonal,target_donor_fraction,1255,0.8335192928789183,4
Qwen3-8B,23,24,0.6857142857142857,aligned_dose_1_minus_orthogonal,target_donor_fraction,1256,0.874658731801901,4
Qwen3-8B,23,24,0.6857142857142857,aligned_dose_1_minus_orthogonal,target_donor_fraction,1257,0.8547989618673455,4
Qwen3-8B,23,24,0.6857142857142857,aligned_dose_1_minus_orthogonal,target_donor_fraction,1258,0.8335768899414688,4
Qwen3-8B,23,24,0.6857142857142857,aligned_dose_1_minus_orthogonal,target_donor_fraction,1259,0.8479574099183083,4
Qwen3-8B,23,24,0.6857142857142857,aligned_dose_1_minus_orthogonal,target_donor_fraction,1260,0.8460703357122838,4
Qwen3-8B,23,24,0.6857142857142857,aligned_dose_1_minus_orthogonal,target_donor_fraction,1261,0.8274248992092907,4
Qwen3-8B,23,24,0.6857142857142857,aligned_dose_1_minus_orthogonal,target_donor_fraction,1262,0.8666806370601989,4
Qwen3-8B,23,24,0.6857142857142857,aligned_dose_1_minus_orthogonal,target_donor_fraction,1263,0.8607370448298752,4
Qwen3-8B,27,28,0.8,aligned_dose_1_minus_orthogonal,target_donor_fraction,1254,0.7348369881510733,4
Qwen3-8B,27,28,0.8,aligned_dose_1_minus_orthogonal,target_donor_fraction,1255,0.7642630797345191,4
Qwen3-8B,27,28,0.8,aligned_dose_1_minus_orthogonal,target_donor_fraction,1256,0.7319063963368535,4
Qwen3-8B,27,28,0.8,aligned_dose_1_minus_orthogonal,target_donor_fraction,1257,0.7422616656403989,4
Qwen3-8B,27,28,0.8,aligned_dose_1_minus_orthogonal,target_donor_fraction,1258,0.7479665060527623,4
Qwen3-8B,27,28,0.8,aligned_dose_1_minus_orthogonal,target_donor_fraction,1259,0.7372927661053836,4
Qwen3-8B,27,28,0.8,aligned_dose_1_minus_orthogonal,target_donor_fraction,1260,0.7435894324444234,4
